id,block,question,alt,nchset,species,asc_walleye,asc_yellowperch,asc_trout,asc_nobuy,choice,selection,price,origin,source,form,northcentral
2,2,1,3,4,Trout,0,0,1,0,1,Trout,12,0,0,1,0
2,2,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
2,2,2,1,4,Walleye,1,0,0,0,0,No Buy,13,1,0,0,0
2,2,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,1,1,0,0
2,2,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,0,1,0
2,2,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
2,2,3,1,4,Walleye,1,0,0,0,0,No Buy,12,1,0,1,0
2,2,3,2,4,Yellow Perch,0,1,0,0,0,No Buy,14,1,0,0,0
2,2,3,3,4,Trout,0,0,1,0,0,No Buy,13,1,0,0,0
2,2,3,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
2,2,4,1,4,Walleye,1,0,0,0,0,Trout,16,0,1,0,0
2,2,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,0,1,1,0
2,2,4,3,4,Trout,0,0,1,0,1,Trout,15,1,0,1,0
2,2,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
2,2,5,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,0,0
2,2,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,1,1,1,0
2,2,5,3,4,Trout,0,0,1,0,0,No Buy,10,1,1,0,0
2,2,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
2,2,6,1,4,Walleye,1,0,0,0,0,Trout,11,1,0,1,0
2,2,6,2,4,Yellow Perch,0,1,0,0,0,Trout,11,0,1,0,0
2,2,6,3,4,Trout,0,0,1,0,1,Trout,12,1,1,1,0
2,2,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
3,4,1,1,4,Walleye,1,0,0,0,0,Trout,14,0,0,1,0
3,4,1,2,4,Yellow Perch,0,1,0,0,0,Trout,15,0,0,0,0
3,4,1,3,4,Trout,0,0,1,0,1,Trout,11,0,0,1,0
3,4,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
3,4,2,1,4,Walleye,1,0,0,0,0,Trout,10,0,1,1,0
3,4,2,2,4,Yellow Perch,0,1,0,0,0,Trout,12,0,1,1,0
3,4,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,0,0
3,4,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
3,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,0
3,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,0
3,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,0
3,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
3,4,4,1,4,Walleye,1,0,0,0,0,No Buy,15,1,1,1,0
3,4,4,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,0,1,0,0
3,4,4,3,4,Trout,0,0,1,0,0,No Buy,13,0,1,0,0
3,4,4,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
3,4,5,1,4,Walleye,1,0,0,0,0,Trout,9,1,1,0,0
3,4,5,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,0,1,0
3,4,5,3,4,Trout,0,0,1,0,1,Trout,9,1,1,1,0
3,4,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
3,4,6,1,4,Walleye,1,0,0,0,0,No Buy,9,0,1,0,0
3,4,6,2,4,Yellow Perch,0,1,0,0,0,No Buy,15,1,0,0,0
3,4,6,3,4,Trout,0,0,1,0,0,No Buy,16,1,1,0,0
3,4,6,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
4,4,1,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,1,1
4,4,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,15,0,0,0,1
4,4,1,3,4,Trout,0,0,1,0,0,No Buy,11,0,0,1,1
4,4,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
4,4,2,1,4,Walleye,1,0,0,0,1,Walleye,10,0,1,1,1
4,4,2,2,4,Yellow Perch,0,1,0,0,0,Walleye,12,0,1,1,1
4,4,2,3,4,Trout,0,0,1,0,0,Walleye,14,0,0,0,1
4,4,2,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,1
4,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,1
4,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,1
4,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,1
4,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
4,4,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,15,1,1,1,1
4,4,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,9,0,1,0,1
4,4,4,3,4,Trout,0,0,1,0,0,Yellow Perch,13,0,1,0,1
4,4,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,1
4,4,5,1,4,Walleye,1,0,0,0,0,Trout,9,1,1,0,1
4,4,5,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,0,1,1
4,4,5,3,4,Trout,0,0,1,0,1,Trout,9,1,1,1,1
4,4,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
4,4,6,1,4,Walleye,1,0,0,0,1,Walleye,9,0,1,0,1
4,4,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,0,0,1
4,4,6,3,4,Trout,0,0,1,0,0,Walleye,16,1,1,0,1
4,4,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,1
5,4,1,1,4,Walleye,1,0,0,0,0,Trout,14,0,0,1,0
5,4,1,2,4,Yellow Perch,0,1,0,0,0,Trout,15,0,0,0,0
5,4,1,3,4,Trout,0,0,1,0,1,Trout,11,0,0,1,0
5,4,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
5,4,2,1,4,Walleye,1,0,0,0,0,Trout,10,0,1,1,0
5,4,2,2,4,Yellow Perch,0,1,0,0,0,Trout,12,0,1,1,0
5,4,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,0,0
5,4,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
5,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,0
5,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,0
5,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,0
5,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
5,4,4,1,4,Walleye,1,0,0,0,1,Walleye,15,1,1,1,0
5,4,4,2,4,Yellow Perch,0,1,0,0,0,Walleye,9,0,1,0,0
5,4,4,3,4,Trout,0,0,1,0,0,Walleye,13,0,1,0,0
5,4,4,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
5,4,5,1,4,Walleye,1,0,0,0,0,Yellow Perch,9,1,1,0,0
5,4,5,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,14,0,0,1,0
5,4,5,3,4,Trout,0,0,1,0,0,Yellow Perch,9,1,1,1,0
5,4,5,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
5,4,6,1,4,Walleye,1,0,0,0,0,Trout,9,0,1,0,0
5,4,6,2,4,Yellow Perch,0,1,0,0,0,Trout,15,1,0,0,0
5,4,6,3,4,Trout,0,0,1,0,1,Trout,16,1,1,0,0
5,4,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
6,4,1,1,4,Walleye,1,0,0,0,1,Walleye,14,0,0,1,0
6,4,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,0,0,0,0
6,4,1,3,4,Trout,0,0,1,0,0,Walleye,11,0,0,1,0
6,4,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
6,4,2,1,4,Walleye,1,0,0,0,0,No Buy,10,0,1,1,0
6,4,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,12,0,1,1,0
6,4,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,0,0,0
6,4,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
6,4,3,1,4,Walleye,1,0,0,0,1,Walleye,16,1,0,0,0
6,4,3,2,4,Yellow Perch,0,1,0,0,0,Walleye,12,1,0,1,0
6,4,3,3,4,Trout,0,0,1,0,0,Walleye,11,0,1,0,0
6,4,3,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
6,4,4,1,4,Walleye,1,0,0,0,1,Walleye,15,1,1,1,0
6,4,4,2,4,Yellow Perch,0,1,0,0,0,Walleye,9,0,1,0,0
6,4,4,3,4,Trout,0,0,1,0,0,Walleye,13,0,1,0,0
6,4,4,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
6,4,5,1,4,Walleye,1,0,0,0,1,Walleye,9,1,1,0,0
6,4,5,2,4,Yellow Perch,0,1,0,0,0,Walleye,14,0,0,1,0
6,4,5,3,4,Trout,0,0,1,0,0,Walleye,9,1,1,1,0
6,4,5,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
6,4,6,1,4,Walleye,1,0,0,0,1,Walleye,9,0,1,0,0
6,4,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,0,0,0
6,4,6,3,4,Trout,0,0,1,0,0,Walleye,16,1,1,0,0
6,4,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
7,4,1,1,4,Walleye,1,0,0,0,0,Trout,14,0,0,1,0
7,4,1,2,4,Yellow Perch,0,1,0,0,0,Trout,15,0,0,0,0
7,4,1,3,4,Trout,0,0,1,0,1,Trout,11,0,0,1,0
7,4,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
7,4,2,1,4,Walleye,1,0,0,0,1,Walleye,10,0,1,1,0
7,4,2,2,4,Yellow Perch,0,1,0,0,0,Walleye,12,0,1,1,0
7,4,2,3,4,Trout,0,0,1,0,0,Walleye,14,0,0,0,0
7,4,2,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
7,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,0
7,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,0
7,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,0
7,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
7,4,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,15,1,1,1,0
7,4,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,9,0,1,0,0
7,4,4,3,4,Trout,0,0,1,0,0,Yellow Perch,13,0,1,0,0
7,4,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
7,4,5,1,4,Walleye,1,0,0,0,1,Walleye,9,1,1,0,0
7,4,5,2,4,Yellow Perch,0,1,0,0,0,Walleye,14,0,0,1,0
7,4,5,3,4,Trout,0,0,1,0,0,Walleye,9,1,1,1,0
7,4,5,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
7,4,6,1,4,Walleye,1,0,0,0,1,Walleye,9,0,1,0,0
7,4,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,0,0,0
7,4,6,3,4,Trout,0,0,1,0,0,Walleye,16,1,1,0,0
7,4,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
8,3,1,1,4,Walleye,1,0,0,0,0,No Buy,12,1,0,0,1
8,3,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,11,0,0,1,1
8,3,1,3,4,Trout,0,0,1,0,0,No Buy,14,1,0,1,1
8,3,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
8,3,2,1,4,Walleye,1,0,0,0,0,Trout,15,0,0,1,1
8,3,2,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,0,1,1
8,3,2,3,4,Trout,0,0,1,0,1,Trout,14,0,1,1,1
8,3,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
8,3,3,1,4,Walleye,1,0,0,0,0,Trout,13,1,0,1,1
8,3,3,2,4,Yellow Perch,0,1,0,0,0,Trout,14,0,1,1,1
8,3,3,3,4,Trout,0,0,1,0,1,Trout,12,1,0,0,1
8,3,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
8,3,4,1,4,Walleye,1,0,0,0,0,Trout,12,1,1,0,1
8,3,4,2,4,Yellow Perch,0,1,0,0,0,Trout,13,1,1,0,1
8,3,4,3,4,Trout,0,0,1,0,1,Trout,12,0,0,0,1
8,3,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
8,3,5,1,4,Walleye,1,0,0,0,0,Trout,15,0,1,0,1
8,3,5,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,1,0,1
8,3,5,3,4,Trout,0,0,1,0,1,Trout,9,1,0,1,1
8,3,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
8,3,6,1,4,Walleye,1,0,0,0,0,Yellow Perch,10,0,0,1,1
8,3,6,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,10,1,1,0,1
8,3,6,3,4,Trout,0,0,1,0,0,Yellow Perch,15,1,1,1,1
8,3,6,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,1
9,1,1,1,4,Walleye,1,0,0,0,0,Yellow Perch,16,0,1,1,0
9,1,1,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,16,0,0,0,0
9,1,1,3,4,Trout,0,0,1,0,0,Yellow Perch,10,1,1,0,0
9,1,1,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
9,1,2,1,4,Walleye,1,0,0,0,0,Yellow Perch,13,1,1,1,0
9,1,2,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,11,1,0,1,0
9,1,2,3,4,Trout,0,0,1,0,0,Yellow Perch,15,1,0,0,0
9,1,2,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
9,1,3,1,4,Walleye,1,0,0,0,0,Yellow Perch,10,1,1,1,0
9,1,3,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,15,1,1,1,0
9,1,3,3,4,Trout,0,0,1,0,0,Yellow Perch,9,0,1,1,0
9,1,3,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
9,1,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,11,0,0,0,0
9,1,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,16,0,1,1,0
9,1,4,3,4,Trout,0,0,1,0,0,Yellow Perch,15,0,1,0,0
9,1,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
9,1,5,1,4,Walleye,1,0,0,0,0,Yellow Perch,14,1,1,0,0
9,1,5,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,10,0,0,0,0
9,1,5,3,4,Trout,0,0,1,0,0,Yellow Perch,16,0,1,1,0
9,1,5,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
9,1,6,1,4,Walleye,1,0,0,0,0,Yellow Perch,9,0,0,0,0
9,1,6,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,9,0,0,0,0
9,1,6,3,4,Trout,0,0,1,0,0,Yellow Perch,9,0,0,0,0
9,1,6,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,0
10,1,1,1,4,Walleye,1,0,0,0,0,Trout,16,0,1,1,0
10,1,1,2,4,Yellow Perch,0,1,0,0,0,Trout,16,0,0,0,0
10,1,1,3,4,Trout,0,0,1,0,1,Trout,10,1,1,0,0
10,1,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
10,1,2,1,4,Walleye,1,0,0,0,0,No Buy,13,1,1,1,0
10,1,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,11,1,0,1,0
10,1,2,3,4,Trout,0,0,1,0,0,No Buy,15,1,0,0,0
10,1,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
10,1,3,1,4,Walleye,1,0,0,0,0,Trout,10,1,1,1,0
10,1,3,2,4,Yellow Perch,0,1,0,0,0,Trout,15,1,1,1,0
10,1,3,3,4,Trout,0,0,1,0,1,Trout,9,0,1,1,0
10,1,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
10,1,4,1,4,Walleye,1,0,0,0,0,No Buy,11,0,0,0,0
10,1,4,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,0,1,1,0
10,1,4,3,4,Trout,0,0,1,0,0,No Buy,15,0,1,0,0
10,1,4,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
10,1,5,1,4,Walleye,1,0,0,0,0,No Buy,14,1,1,0,0
10,1,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,10,0,0,0,0
10,1,5,3,4,Trout,0,0,1,0,0,No Buy,16,0,1,1,0
10,1,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
10,1,6,1,4,Walleye,1,0,0,0,0,Trout,9,0,0,0,0
10,1,6,2,4,Yellow Perch,0,1,0,0,0,Trout,9,0,0,0,0
10,1,6,3,4,Trout,0,0,1,0,1,Trout,9,0,0,0,0
10,1,6,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
11,1,1,1,4,Walleye,1,0,0,0,1,Walleye,16,0,1,1,0
11,1,1,2,4,Yellow Perch,0,1,0,0,0,Walleye,16,0,0,0,0
11,1,1,3,4,Trout,0,0,1,0,0,Walleye,10,1,1,0,0
11,1,1,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
11,1,2,1,4,Walleye,1,0,0,0,1,Walleye,13,1,1,1,0
11,1,2,2,4,Yellow Perch,0,1,0,0,0,Walleye,11,1,0,1,0
11,1,2,3,4,Trout,0,0,1,0,0,Walleye,15,1,0,0,0
11,1,2,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,0
11,1,3,1,4,Walleye,1,0,0,0,0,Trout,10,1,1,1,0
11,1,3,2,4,Yellow Perch,0,1,0,0,0,Trout,15,1,1,1,0
11,1,3,3,4,Trout,0,0,1,0,1,Trout,9,0,1,1,0
11,1,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
11,1,4,1,4,Walleye,1,0,0,0,0,No Buy,11,0,0,0,0
11,1,4,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,0,1,1,0
11,1,4,3,4,Trout,0,0,1,0,0,No Buy,15,0,1,0,0
11,1,4,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
11,1,5,1,4,Walleye,1,0,0,0,0,Trout,14,1,1,0,0
11,1,5,2,4,Yellow Perch,0,1,0,0,0,Trout,10,0,0,0,0
11,1,5,3,4,Trout,0,0,1,0,1,Trout,16,0,1,1,0
11,1,5,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,0
11,1,6,1,4,Walleye,1,0,0,0,0,No Buy,9,0,0,0,0
11,1,6,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,0,0,0,0
11,1,6,3,4,Trout,0,0,1,0,0,No Buy,9,0,0,0,0
11,1,6,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
12,1,1,1,4,Walleye,1,0,0,0,0,No Buy,16,0,1,1,1
12,1,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,16,0,0,0,1
12,1,1,3,4,Trout,0,0,1,0,0,No Buy,10,1,1,0,1
12,1,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
12,1,2,1,4,Walleye,1,0,0,0,0,No Buy,13,1,1,1,1
12,1,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,11,1,0,1,1
12,1,2,3,4,Trout,0,0,1,0,0,No Buy,15,1,0,0,1
12,1,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
12,1,3,1,4,Walleye,1,0,0,0,0,Trout,10,1,1,1,1
12,1,3,2,4,Yellow Perch,0,1,0,0,0,Trout,15,1,1,1,1
12,1,3,3,4,Trout,0,0,1,0,1,Trout,9,0,1,1,1
12,1,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
12,1,4,1,4,Walleye,1,0,0,0,0,Yellow Perch,11,0,0,0,1
12,1,4,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,16,0,1,1,1
12,1,4,3,4,Trout,0,0,1,0,0,Yellow Perch,15,0,1,0,1
12,1,4,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,1
12,1,5,1,4,Walleye,1,0,0,0,0,No Buy,14,1,1,0,1
12,1,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,10,0,0,0,1
12,1,5,3,4,Trout,0,0,1,0,0,No Buy,16,0,1,1,1
12,1,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
12,1,6,1,4,Walleye,1,0,0,0,0,No Buy,9,0,0,0,1
12,1,6,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,0,0,0,1
12,1,6,3,4,Trout,0,0,1,0,0,No Buy,9,0,0,0,1
12,1,6,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,1
13,4,1,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,1,0
13,4,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,15,0,0,0,0
13,4,1,3,4,Trout,0,0,1,0,0,No Buy,11,0,0,1,0
13,4,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
13,4,2,1,4,Walleye,1,0,0,0,0,No Buy,10,0,1,1,0
13,4,2,2,4,Yellow Perch,0,1,0,0,0,No Buy,12,0,1,1,0
13,4,2,3,4,Trout,0,0,1,0,0,No Buy,14,0,0,0,0
13,4,2,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
13,4,3,1,4,Walleye,1,0,0,0,0,No Buy,16,1,0,0,0
13,4,3,2,4,Yellow Perch,0,1,0,0,0,No Buy,12,1,0,1,0
13,4,3,3,4,Trout,0,0,1,0,0,No Buy,11,0,1,0,0
13,4,3,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
13,4,4,1,4,Walleye,1,0,0,0,0,No Buy,15,1,1,1,0
13,4,4,2,4,Yellow Perch,0,1,0,0,0,No Buy,9,0,1,0,0
13,4,4,3,4,Trout,0,0,1,0,0,No Buy,13,0,1,0,0
13,4,4,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
13,4,5,1,4,Walleye,1,0,0,0,0,No Buy,9,1,1,0,0
13,4,5,2,4,Yellow Perch,0,1,0,0,0,No Buy,14,0,0,1,0
13,4,5,3,4,Trout,0,0,1,0,0,No Buy,9,1,1,1,0
13,4,5,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
13,4,6,1,4,Walleye,1,0,0,0,0,No Buy,9,0,1,0,0
13,4,6,2,4,Yellow Perch,0,1,0,0,0,No Buy,15,1,0,0,0
13,4,6,3,4,Trout,0,0,1,0,0,No Buy,16,1,1,0,0
13,4,6,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
14,4,1,1,4,Walleye,1,0,0,0,0,Trout,14,0,0,1,1
14,4,1,2,4,Yellow Perch,0,1,0,0,0,Trout,15,0,0,0,1
14,4,1,3,4,Trout,0,0,1,0,1,Trout,11,0,0,1,1
14,4,1,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
14,4,2,1,4,Walleye,1,0,0,0,0,Trout,10,0,1,1,1
14,4,2,2,4,Yellow Perch,0,1,0,0,0,Trout,12,0,1,1,1
14,4,2,3,4,Trout,0,0,1,0,1,Trout,14,0,0,0,1
14,4,2,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
14,4,3,1,4,Walleye,1,0,0,0,0,Trout,16,1,0,0,1
14,4,3,2,4,Yellow Perch,0,1,0,0,0,Trout,12,1,0,1,1
14,4,3,3,4,Trout,0,0,1,0,1,Trout,11,0,1,0,1
14,4,3,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
14,4,4,1,4,Walleye,1,0,0,0,0,Trout,15,1,1,1,1
14,4,4,2,4,Yellow Perch,0,1,0,0,0,Trout,9,0,1,0,1
14,4,4,3,4,Trout,0,0,1,0,1,Trout,13,0,1,0,1
14,4,4,4,4,No Buy,0,0,0,1,0,Trout,0,0,0,0,1
14,4,5,1,4,Walleye,1,0,0,0,0,Yellow Perch,9,1,1,0,1
14,4,5,2,4,Yellow Perch,0,1,0,0,1,Yellow Perch,14,0,0,1,1
14,4,5,3,4,Trout,0,0,1,0,0,Yellow Perch,9,1,1,1,1
14,4,5,4,4,No Buy,0,0,0,1,0,Yellow Perch,0,0,0,0,1
14,4,6,1,4,Walleye,1,0,0,0,1,Walleye,9,0,1,0,1
14,4,6,2,4,Yellow Perch,0,1,0,0,0,Walleye,15,1,0,0,1
14,4,6,3,4,Trout,0,0,1,0,0,Walleye,16,1,1,0,1
14,4,6,4,4,No Buy,0,0,0,1,0,Walleye,0,0,0,0,1
15,4,1,1,4,Walleye,1,0,0,0,0,No Buy,14,0,0,1,0
15,4,1,2,4,Yellow Perch,0,1,0,0,0,No Buy,15,0,0,0,0
15,4,1,3,4,Trout,0,0,1,0,0,No Buy,11,0,0,1,0
15,4,1,4,4,No Buy,0,0,0,1,1,No Buy,0,0,0,0,0
15,4,2,1,4,Walleye,1,0,0,0,1,Walleye,10,0,1,1,0
